annee,City,State,Region,CA,part_pct,prog,Marge,prog_marge,marge_pct,diff_mag,prog_mag
2015,Monroe,Louisiana,South,314.32,0.22,-53.97,110.52,-38.69,35.16,0,0.0
2015,,Louisiana,South,917.8,0.64,-63.79,288.13,-52.52,31.39,-2,-50.0
2016,Kenner,Louisiana,South,89.32,0.05,,19.8,,22.17,,
2016,Monroe,Louisiana,South,100.24,0.05,-68.11,47.24,-57.26,47.13,0,0.0
2016,Lafayette,Louisiana,South,73.2,0.04,-87.87,21.23,-88.05,29.0,0,0.0
2016,,Louisiana,South,262.76,0.14,-71.37,88.27,-69.36,33.59,1,50.0
2017,Lafayette,Louisiana,South,4364.14,1.78,5861.94,775.48,3552.76,17.77,0,0.0
2017,Lake Charles,Louisiana,South,477.51,0.19,583.13,219.65,916.9,46.0,0,0.0
2017,Monroe,Louisiana,South,659.9,0.27,558.32,217.77,360.99,33.0,0,0.0
2017,,Louisiana,South,5501.55,2.24,1993.75,1212.9,1274.08,22.05,0,0.0
2014,Bangor,Maine,East,617.12,0.24,,256.93,,41.63,,
2014,,Maine,East,617.12,0.24,,256.93,,41.63,,
2015,,Maine,East,106.08,0.03,-82.81,32.27,-87.44,30.42,0,0.0
2015,Lewiston,Maine,East,106.08,0.03,,32.27,,30.42,,
2016,Bangor,Maine,East,547.33,0.15,-11.31,165.29,-35.67,30.2,0,0.0
2016,,Maine,East,547.33,0.15,415.96,165.29,412.21,30.2,0,0.0
2014,Baltimore,Maryland,East,651.07,0.25,,202.35,,31.08,,
2014,Columbia,Maryland,East,587.14,0.23,,113.59,,19.35,,
2014,,Maryland,East,1701.25,0.66,,485.0,,28.51,,
2014,Clinton,Maryland,East,463.04,0.18,,169.05,,36.51,,
2015,Rockville,Maryland,East,26.82,0.01,,12.95,,48.28,,
2015,Clinton,Maryland,East,4112.32,1.32,788.11,1075.0,535.91,26.14,0,0.0
2015,,Maryland,East,7843.11,2.51,361.02,2713.83,459.55,34.6,1,33.33
2015,Baltimore,Maryland,East,1161.99,0.37,78.47,354.89,75.38,30.54,0,0.0
2015,Columbia,Maryland,East,2541.98,0.81,332.94,1270.99,1018.93,50.0,0,0.0
2016,Columbia,Maryland,East,2195.69,0.61,-13.62,687.54,-45.91,31.31,0,0.0
2016,Baltimore,Maryland,East,1091.26,0.3,-6.09,176.71,-50.21,16.19,0,0.0
2016,Clinton,Maryland,East,573.74,0.16,-86.05,-38.31,-103.56,-6.68,0,0.0
2016,Gaithersburg,Maryland,East,405.92,0.11,,105.54,,26.0,,
2016,Rockville,Maryland,East,442.95,0.12,1551.57,120.27,828.73,27.15,0,0.0
2016,,Maryland,East,4709.56,1.3,-39.95,1051.74,-61.25,22.33,1,25.0
2017,,Maryland,East,9451.6,2.22,100.69,2780.61,164.38,29.42,0,0.0
2017,Laurel,Maryland,East,152.59,0.04,,46.17,,30.26,,
2017,Baltimore,Maryland,East,3252.52,0.76,198.05,942.24,433.21,28.97,0,0.0
2017,Clinton,Maryland,East,365.15,0.09,-36.36,68.5,-278.8,18.76,0,0.0
2017,Columbia,Maryland,East,5637.54,1.32,156.75,1703.1,147.71,30.21,0,0.0
2017,Hagerstown,Maryland,East,43.8,0.01,,20.59,,47.01,,
2014,Lowell,Massachusetts,East,2631.93,1.02,,641.25,,24.36,,
2014,Franklin,Massachusetts,East,877.23,0.34,,-79.27,,-9.04,,
2014,,Massachusetts,East,9900.11,3.85,,2060.97,,20.82,,
2014,Lawrence,Massachusetts,East,1849.29,0.72,,525.39,,28.41,,
2014,Everett,Massachusetts,East,1885.27,0.73,,312.95,,16.6,,
2014,Beverly,Massachusetts,East,2583.19,1.0,,654.92,,25.35,,
2014,Revere,Massachusetts,East,73.2,0.03,,5.74,,7.84,,
2015,Revere,Massachusetts,East,760.06,0.24,938.33,253.1,4309.41,33.3,0,0.0
2015,New Bedford,Massachusetts,East,52.2,0.02,,23.49,,45.0,,
2015,,Massachusetts,East,6625.99,2.12,-33.07,1955.67,-5.11,29.52,3,50.0
2015,Leominster,Massachusetts,East,217.49,0.07,,79.5,,36.55,,
2015,Holyoke,Massachusetts,East,301.96,0.1,,60.39,,20.0,,
2015,Cambridge,Massachusetts,East,411.49,0.13,,137.06,,33.31,,
2015,Everett,Massachusetts,East,2303.76,0.74,22.2,531.31,69.77,23.06,0,0.0
2015,Quincy,Massachusetts,East,100.24,0.03,,21.52,,21.47,,
2015,Lawrence,Massachusetts,East,949.16,0.3,-48.67,374.02,-28.81,39.41,0,0.0
2015,Franklin,Massachusetts,East,1529.63,0.49,74.37,475.27,-699.56,31.07,0,0.0
2016,Lawrence,Massachusetts,East,125.81,0.03,-86.75,57.91,-84.52,46.03,0,0.0
2016,,Massachusetts,East,3965.26,1.1,-40.16,1058.28,-45.89,26.69,-2,-22.22
2016,Marlborough,Massachusetts,East,206.64,0.06,,67.61,,32.72,,
2016,Franklin,Massachusetts,East,1598.99,0.44,4.53,355.84,-25.13,22.25,0,0.0
2016,Andover,Massachusetts,East,435.85,0.12,,124.19,,28.49,,
2016,Malden,Massachusetts,East,228.38,0.06,,31.17,,13.65,,
2016,Lowell,Massachusetts,East,819.82,0.23,-68.85,255.69,-60.13,31.19,0,0.0
2016,Quincy,Massachusetts,East,549.78,0.15,448.46,165.88,670.82,30.17,0,0.0
2017,Cambridge,Massachusetts,East,90.6,0.02,-77.98,36.67,-73.25,40.47,0,0.0
2017,Everett,Massachusetts,East,1472.85,0.35,-36.07,515.82,-2.92,35.02,0,0.0
2017,Quincy,Massachusetts,East,296.16,0.07,-46.13,110.59,-33.33,37.34,0,0.0
2017,,Massachusetts,East,8143.08,1.91,105.36,1710.59,61.64,21.01,0,0.0
2017,New Bedford,Massachusetts,East,183.77,0.04,252.05,27.0,14.94,14.69,0,0.0
2017,Franklin,Massachusetts,East,1528.71,0.36,-4.4,-287.21,-180.71,-18.79,0,0.0
2017,Lowell,Massachusetts,East,1386.18,0.33,69.08,415.64,62.56,29.98,0,0.0
2017,Lawrence,Massachusetts,East,3184.8,0.75,2431.44,892.08,1440.46,28.01,0,0.0
2014,Westland,Michigan,Central,920.58,0.44,,192.03,,20.86,,
2014,Grand Rapids,Michigan,Central,19.44,0.01,,9.53,,49.02,,
2014,Dearborn Heights,Michigan,Central,770.61,0.37,,50.84,,6.6,,
2014,Jackson,Michigan,Central,555.42,0.27,,240.14,,43.24,,
2014,Detroit,Michigan,Central,1472.45,0.71,,529.17,,35.94,,
2014,Royal Oak,Michigan,Central,22.38,0.01,,10.74,,47.99,,
2014,Trenton,Michigan,Central,1109.72,0.53,,436.1,,39.3,,
2014,,Michigan,Central,6172.25,2.97,,1817.11,,29.44,,
2014,Taylor,Michigan,Central,9.84,0.0,,2.85,,28.96,,
2014,Midland,Michigan,Central,1291.81,0.62,,345.7,,26.76,,
2015,Holland,Michigan,Central,7.5,0.0,,3.6,,48.0,,
2015,Dearborn,Michigan,Central,1542.47,0.75,,444.27,,28.8,,
2015,Lincoln Park,Michigan,Central,220.31,0.11,,38.63,,17.53,,
2015,Ann Arbor,Michigan,Central,889.27,0.43,,228.92,,25.74,,
2015,Sterling Heights,Michigan,Central,98.36,0.05,,29.56,,30.05,,
2015,Mount Pleasant,Michigan,Central,17.14,0.01,,6.17,,36.0,,
2015,Detroit,Michigan,Central,7628.29,3.71,418.07,1849.43,249.5,24.24,0,0.0
2015,Royal Oak,Michigan,Central,12.96,0.01,-42.09,6.22,-42.09,47.99,0,0.0
2015,,Michigan,Central,16843.68,8.19,172.89,5165.8,184.29,30.67,3,33.33
2015,Taylor,Michigan,Central,41.9,0.02,325.81,8.8,208.77,21.0,0,0.0
2015,Midland,Michigan,Central,3999.7,1.94,209.62,1947.98,463.49,48.7,0,0.0
2015,Lansing,Michigan,Central,1273.61,0.62,,326.27,,25.62,,
2015,Jackson,Michigan,Central,1112.17,0.54,100.24,275.95,14.91,24.81,0,0.0
2016,Taylor,Michigan,Central,301.96,0.1,620.67,33.22,277.5,11.0,0,0.0
2016,,Michigan,Central,27420.04,9.3,62.79,8992.52,74.08,32.8,-1,-8.33
2016,Westland,Michigan,Central,1137.4,0.39,23.55,197.57,2.88,17.37,0,0.0
2016,Trenton,Michigan,Central,338.54,0.11,-69.49,88.49,-79.71,26.14,0,0.0
2016,Holland,Michigan,Central,130.36,0.04,1638.13,63.06,1651.67,48.37,0,0.0
2016,Detroit,Michigan,Central,21197.32,7.19,177.88,7385.83,299.36,34.84,0,0.0
2016,Grand Rapids,Michigan,Central,242.09,0.08,1145.32,96.84,916.16,40.0,0,0.0
2016,Roseville,Michigan,Central,616.49,0.21,,260.52,,42.26,,
2016,Jackson,Michigan,Central,3209.9,1.09,188.62,801.58,190.48,24.97,0,0.0
2016,Sterling Heights,Michigan,Central,11.68,0.0,-88.13,3.5,-88.16,29.97,0,0.0
2016,Lansing,Michigan,Central,67.0,0.02,-94.74,32.16,-90.14,48.0,0,0.0
2016,Lincoln Park,Michigan,Central,167.29,0.06,-24.07,29.74,-23.01,17.78,0,0.0
2017,Detroit,Michigan,Central,12148.89,4.13,-42.69,3417.36,-53.73,28.13,0,0.0
2017,Canton,Michigan,Central,818.13,0.28,,149.28,,18.25,,
2017,Oak Park,Michigan,Central,580.86,0.2,,151.02,,26.0,,
2017,,Michigan,Central,25833.65,8.78,-5.79,8487.76,-5.61,32.86,1,9.09
2017,Lansing,Michigan,Central,269.68,0.09,302.51,54.44,69.28,20.19,0,0.0
2017,Rochester Hills,Michigan,Central,132.52,0.05,,54.33,,41.0,,
2017,Trenton,Michigan,Central,316.93,0.11,-6.38,127.51,44.1,40.23,0,0.0
2017,Grand Rapids,Michigan,Central,264.6,0.09,9.3,127.56,31.72,48.21,0,0.0
2017,Dearborn,Michigan,Central,60.84,0.02,-96.06,23.12,-94.8,38.0,0,0.0
2017,Dearborn Heights,Michigan,Central,280.96,0.1,-63.54,90.05,77.12,32.05,0,0.0
2017,Jackson,Michigan,Central,10542.54,3.58,228.44,4207.53,424.9,39.91,0,0.0
2017,Roseville,Michigan,Central,21.84,0.01,-96.46,8.39,-96.78,38.42,0,0.0
2017,Saginaw,Michigan,Central,395.86,0.13,,77.18,,19.5,,
2014,Coon Rapids,Minnesota,Central,503.13,0.24,,136.45,,27.12,,
2014,Moorhead,Minnesota,Central,479.9,0.23,,81.58,,17.0,,
2014,Cottage Grove,Minnesota,Central,144.36,0.07,,54.8,,37.96,,
2014,,Minnesota,Central,15883.33,7.65,,6237.36,,39.27,,
2014,Apple Valley,Minnesota,Central,129.3,0.06,,6.47,,5.0,,
2014,Minneapolis,Minnesota,Central,10631.09,5.12,,4695.2,,44.16,,
2014,Lakeville,Minnesota,Central,3995.55,1.92,,1262.87,,31.61,,
2015,Eagan,Minnesota,Central,74.94,0.04,,34.18,,45.61,,
2015,Minneapolis,Minnesota,Central,3213.01,1.56,-69.78,948.24,-79.8,29.51,0,0.0
2015,Roseville,Minnesota,Central,2165.12,1.05,,644.34,,29.76,,
2015,Woodbury,Minnesota,Central,72.24,0.04,,35.47,,49.1,,
2015,,Minnesota,Central,5724.19,2.78,-63.96,1721.48,-72.4,30.07,0,0.0
2015,Lakeville,Minnesota,Central,155.88,0.08,-96.1,38.97,-96.91,25.0,0,0.0
2015,Rochester,Minnesota,Central,43.0,0.02,,20.27,,47.14,,
2016,Saint Paul,Minnesota,Central,192.83,0.07,,24.88,,12.9,,
2016,Eagan,Minnesota,Central,63.44,0.02,-15.35,27.98,-18.14,44.1,0,0.0
2016,Woodbury,Minnesota,Central,535.41,0.18,641.15,160.62,352.83,30.0,0,0.0
2016,,Minnesota,Central,1527.38,0.52,-73.32,404.47,-76.5,26.48,-1,-16.67
2016,Minneapolis,Minnesota,Central,711.78,0.24,-77.85,179.26,-81.1,25.18,0,0.0
2016,Rochester,Minnesota,Central,23.92,0.01,-44.37,11.72,-42.18,49.0,0,0.0
2017,Rochester,Minnesota,Central,1890.48,0.64,7803.34,488.21,4065.61,25.82,0,0.0
2017,Moorhead,Minnesota,Central,63.96,0.02,-86.67,19.83,-75.69,31.0,0,0.0
2017,Apple Valley,Minnesota,Central,8.64,0.0,-93.32,2.51,-61.21,29.05,0,0.0
2017,Minneapolis,Minnesota,Central,2314.66,0.79,225.19,1001.89,458.9,43.28,0,0.0
2017,Roseville,Minnesota,Central,50.4,0.02,-97.67,23.18,-96.4,45.99,0,0.0
2017,Maple Grove,Minnesota,Central,882.87,0.3,,385.01,,43.61,,
2017,Lakeville,Minnesota,Central,109.52,0.04,-29.74,44.77,14.88,40.88,0,0.0
2017,,Minnesota,Central,6728.25,2.29,340.51,2459.88,508.17,36.56,4,80.0
2017,Saint Cloud,Minnesota,Central,1331.82,0.45,,469.61,,35.26,,
2017,Eagan,Minnesota,Central,75.9,0.03,19.64,24.87,-11.12,32.77,0,0.0
2014,Southaven,Mississippi,South,616.14,0.3,,76.11,,12.35,,
2014,,Mississippi,South,2055.16,0.99,,545.53,,26.54,,
2014,Jackson,Mississippi,South,1439.02,0.69,,469.43,,32.62,,
2015,Hattiesburg,Mississippi,South,239.7,0.17,,105.47,,44.0,,
2015,Jackson,Mississippi,South,62.46,0.04,-95.66,17.74,-96.22,28.4,0,0.0
2015,,Mississippi,South,302.16,0.21,-85.3,123.2,-77.42,40.77,0,0.0
2016,Gulfport,Mississippi,South,117.81,0.06,,53.72,,45.6,,
2016,,Mississippi,South,5416.78,2.89,1692.69,1475.68,1097.79,27.24,1,50.0
2016,Hattiesburg,Mississippi,South,1110.5,0.59,363.29,363.42,244.57,32.73,0,0.0
2016,Jackson,Mississippi,South,4188.47,2.24,6605.84,1058.54,5866.97,25.27,0,0.0
2017,,Mississippi,South,2997.24,1.22,-44.67,1028.56,-30.3,34.32,1,33.33
2017,Gulfport,Mississippi,South,48.69,0.02,-58.67,23.86,-55.58,49.0,0,0.0
2017,Hattiesburg,Mississippi,South,372.64,0.15,-66.44,113.18,-68.86,30.37,0,0.0
2017,Southaven,Mississippi,South,839.25,0.34,36.21,336.79,342.5,40.13,0,0.0
2017,Jackson,Mississippi,South,1736.66,0.71,-58.54,554.74,-47.59,31.94,0,0.0
2014,Springfield,Missouri,Central,886.28,0.43,,248.03,,27.99,,
2014,Saint Charles,Missouri,Central,11.56,0.01,,5.66,,48.96,,
2014,Columbia,Missouri,Central,612.48,0.29,,134.53,,21.96,,
2014,Saint Louis,Missouri,Central,137.71,0.07,,56.04,,40.69,,
2014,,Missouri,Central,1648.03,0.79,,444.26,,26.96,,
2015,Saint Charles,Missouri,Central,10.56,0.01,-8.65,4.75,-16.08,44.98,0,0.0
2015,Kirkwood,Missouri,Central,241.34,0.12,,47.13,,19.53,,
2015,,Missouri,Central,6985.21,3.4,323.85,2892.66,551.12,41.41,0,0.0
2015,Springfield,Missouri,Central,6680.72,3.25,653.79,2825.0,1038.98,42.29,0,0.0
2015,Saint Louis,Missouri,Central,52.59,0.03,-61.81,15.78,-71.84,30.01,0,0.0
2016,Saint Peters,Missouri,Central,697.16,0.24,,146.4,,21.0,,
2016,Jefferson City,Missouri,Central,86.62,0.03,,8.66,,10.0,,
2016,Columbia,Missouri,Central,2377.56,0.81,288.19,972.25,622.7,40.89,0,0.0
2016,Springfield,Missouri,Central,1059.77,0.36,-84.14,238.55,-91.56,22.51,0,0.0
2016,,Missouri,Central,4221.11,1.43,-39.57,1365.86,-52.78,32.36,0,0.0
2017,Independence,Missouri,Central,2417.37,0.82,,975.66,,40.36,,
2017,Springfield,Missouri,Central,6424.61,2.18,506.23,594.01,149.01,9.25,0,0.0
2017,Gladstone,Missouri,Central,164.34,0.06,,52.59,,32.0,,
2017,,Missouri,Central,9350.8,3.18,121.52,1733.43,26.91,18.54,1,25.0
2017,Saint Charles,Missouri,Central,248.82,0.08,2256.25,84.43,1677.47,33.93,0,0.0
2017,Saint Louis,Missouri,Central,95.66,0.03,81.9,26.74,69.46,27.95,0,0.0
2014,Billings,Montana,West,8.29,0.0,,2.69,,32.45,,
2014,Great Falls,Montana,West,416.2,0.14,,127.16,,30.55,,
2014,,Montana,West,424.49,0.14,,129.85,,30.59,,
2015,Helena,Montana,West,403.94,0.14,,64.25,,15.91,,
2015,,Montana,West,935.58,0.33,120.4,237.55,82.94,25.39,1,50.0
2015,Bozeman,Montana,West,43.66,0.02,,20.81,,47.66,,
2015,Missoula,Montana,West,487.98,0.17,,152.5,,31.25,,
2017,Helena,Montana,West,39.9,0.01,-90.12,10.37,-83.86,25.99,0,0.0
2017,Great Falls,Montana,West,4189.38,0.84,906.58,1455.55,1044.66,34.74,0,0.0
2017,,Montana,West,4229.28,0.85,352.05,1465.93,517.1,34.66,-1,-33.33
2014,Omaha,Nebraska,Central,210.02,0.1,,58.17,,27.7,,
2014,,Nebraska,Central,210.02,0.1,,58.17,,27.7,,
2015,Norfolk,Nebraska,Central,17.43,0.01,,8.02,,46.01,,
2015,Omaha,Nebraska,Central,576.71,0.28,174.6,195.45,236.0,33.89,0,0.0
2015,,Nebraska,Central,594.14,0.29,182.9,203.47,249.79,34.25,1,100.0
2016,Fremont,Nebraska,Central,113.7,0.04,,36.34,,31.96,,
2016,,Nebraska,Central,3081.42,1.05,418.64,854.43,319.93,27.73,0,0.0
2016,Omaha,Nebraska,Central,2967.72,1.01,414.59,818.09,318.57,27.57,0,0.0
2017,,Nebraska,Central,3579.35,1.22,16.16,921.03,7.79,25.73,1,50.0
2017,Grand Island,Nebraska,Central,15.96,0.01,,7.98,,50.0,,
2017,Omaha,Nebraska,Central,2558.08,0.87,-13.8,769.92,-5.89,30.1,0,0.0
2017,Fremont,Nebraska,Central,1005.31,0.34,784.18,143.13,293.86,14.24,0,0.0
2014,Reno,Nevada,West,480.65,0.16,,59.49,,12.38,,
2014,Las Vegas,Nevada,West,40.08,0.01,,19.24,,48.0,,
2014,,Nevada,West,2561.21,0.87,,250.27,,9.77,,
2014,North Las Vegas,Nevada,West,2040.48,0.69,,171.54,,8.41,,
2015,Sparks,Nevada,West,79.36,0.03,,23.81,,30.0,,
2015,,Nevada,West,1948.46,0.7,-23.92,468.05,87.02,24.02,0,0.0
2015,North Las Vegas,Nevada,West,1347.27,0.48,-33.97,248.64,44.95,18.46,0,0.0
2015,Las Vegas,Nevada,West,521.83,0.19,1201.97,195.6,916.63,37.48,0,0.0
2016,,Nevada,West,9081.27,2.42,366.07,2293.25,389.96,25.25,1,33.33
2016,Reno,Nevada,West,163.41,0.04,-66.0,55.56,-6.61,34.0,0,0.0
2016,Henderson,Nevada,West,1691.61,0.45,,322.32,,19.05,,
2016,North Las Vegas,Nevada,West,4743.66,1.27,252.09,1710.64,588.0,36.06,0,0.0
2016,Sparks,Nevada,West,2482.6,0.66,3028.28,204.73,759.85,8.25,0,0.0
2017,North Las Vegas,Nevada,West,1669.6,0.33,-64.8,116.87,-93.17,7.0,0,0.0
2017,Las Vegas,Nevada,West,1272.11,0.25,143.78,117.6,-39.88,9.24,0,0.0
2017,Henderson,Nevada,West,196.45,0.04,-88.39,70.72,-78.06,36.0,0,0.0
2017,,Nevada,West,3138.16,0.63,-65.44,305.19,-86.69,9.73,-1,-25.0
2014,Concord,New Hampshire,East,292.82,0.11,,27.2,,9.29,,
2014,Dover,New Hampshire,East,211.66,0.08,,81.4,,38.46,,
2014,,New Hampshire,East,504.48,0.2,,108.6,,21.53,,
2015,,New Hampshire,East,4345.03,1.39,761.29,900.79,729.46,20.73,0,0.0
2015,Dover,New Hampshire,East,4057.31,1.3,1816.9,766.37,841.49,18.89,0,0.0
2015,Concord,New Hampshire,East,287.72,0.09,-1.74,134.42,394.19,46.72,0,0.0
2016,Concord,New Hampshire,East,752.48,0.21,161.53,152.77,13.65,20.3,0,0.0
2016,Dover,New Hampshire,East,159.98,0.04,-96.06,57.59,-92.49,36.0,0,0.0
2016,Nashua,New Hampshire,East,21.12,0.01,,6.55,,31.01,,
2016,,New Hampshire,East,933.58,0.26,-78.51,216.91,-75.92,23.23,1,50.0
2017,Concord,New Hampshire,East,1494.61,0.35,98.62,473.25,209.78,31.66,0,0.0
2017,,New Hampshire,East,1509.43,0.35,61.68,480.21,121.39,31.81,-1,-33.33
2017,Nashua,New Hampshire,East,14.82,0.0,-29.83,6.97,6.41,47.03,0,0.0
2014,,New Jersey,East,4192.28,1.63,,1244.2,,29.68,,
2014,Hackensack,New Jersey,East,1456.16,0.57,,451.25,,30.99,,
2014,Plainfield,New Jersey,East,79.56,0.03,,22.15,,27.84,,
2014,Lakewood,New Jersey,East,2122.5,0.82,,597.7,,28.16,,
2014,Clifton,New Jersey,East,336.82,0.13,,98.59,,29.27,,
2014,Linden,New Jersey,East,115.36,0.04,,49.6,,43.0,,
2014,Orange,New Jersey,East,81.88,0.03,,24.9,,30.41,,
2015,Perth Amboy,New Jersey,East,286.79,0.09,,74.57,,26.0,,
2015,Lakewood,New Jersey,East,235.97,0.08,-88.88,100.93,-83.11,42.77,0,0.0
2015,Paterson,New Jersey,East,744.75,0.24,,318.31,,42.74,,
2015,Vineland,New Jersey,East,11.12,0.0,,2.89,,25.99,,
2015,,New Jersey,East,4105.09,1.31,-2.08,1315.62,5.74,32.05,0,0.0
2015,Morristown,New Jersey,East,2643.06,0.85,,739.52,,27.98,,
2015,Bayonne,New Jersey,East,183.4,0.06,,79.4,,43.29,,
2016,Perth Amboy,New Jersey,East,1252.08,0.35,336.58,513.37,588.44,41.0,0,0.0
2016,,New Jersey,East,17983.39,4.98,338.08,4947.02,276.02,27.51,7,116.67
2016,Passaic,New Jersey,East,1562.09,0.43,,356.82,,22.84,,
2016,Atlantic City,New Jersey,East,23.36,0.01,,11.68,,50.0,,
2016,Bridgeton,New Jersey,East,52.41,0.01,,3.44,,6.56,,
2016,East Orange,New Jersey,East,345.47,0.1,,160.95,,46.59,,
2016,Westfield,New Jersey,East,343.53,0.1,,128.16,,37.31,,
2016,Vineland,New Jersey,East,483.44,0.13,4247.48,1.6,-44.64,0.33,0,0.0
2016,Plainfield,New Jersey,East,910.53,0.25,1044.46,196.56,787.4,21.59,0,0.0
2016,Paterson,New Jersey,East,475.86,0.13,-36.1,175.73,-44.79,36.93,0,0.0
2016,Morristown,New Jersey,East,1801.54,0.5,-31.84,843.47,14.06,46.82,0,0.0
2016,Orange,New Jersey,East,53.37,0.01,-34.82,20.82,-16.39,39.01,0,0.0
2016,Lakewood,New Jersey,East,9188.09,2.54,3793.75,2399.67,2277.56,26.12,0,0.0
2016,Belleville,New Jersey,East,1491.63,0.41,,134.76,,9.03,,
2017,Belleville,New Jersey,East,399.97,0.09,-73.19,148.89,10.49,37.23,0,0.0
2017,New Brunswick,New Jersey,East,14.77,0.0,,7.16,,48.48,,
2017,,New Jersey,East,9483.55,2.23,-47.26,2266.07,-54.19,23.89,-2,-15.38
2017,Vineland,New Jersey,East,153.41,0.04,-68.27,57.76,3510.0,37.65,0,0.0
2017,Lakewood,New Jersey,East,3305.48,0.78,-64.02,428.37,-82.15,12.96,0,0.0
2017,Plainfield,New Jersey,East,3536.76,0.83,288.43,1016.95,417.37,28.75,0,0.0
2017,Paterson,New Jersey,East,1022.6,0.24,114.9,246.45,40.24,24.1,0,0.0
2017,Orange,New Jersey,East,75.86,0.02,42.14,20.85,0.14,27.48,0,0.0
2017,Morristown,New Jersey,East,588.5,0.14,-67.33,255.24,-69.74,43.37,0,0.0
2017,East Orange,New Jersey,East,31.8,0.01,-90.8,13.67,-91.51,42.99,0,0.0
2017,Perth Amboy,New Jersey,East,178.21,0.04,-85.77,45.71,-91.1,25.65,0,0.0
2017,Westfield,New Jersey,East,176.19,0.04,-48.71,25.02,-80.48,14.2,0,0.0
2014,Albuquerque,New Mexico,West,615.49,0.21,,137.55,,22.35,,
2014,,New Mexico,West,708.01,0.24,,156.05,,22.04,,
2014,Santa Fe,New Mexico,West,92.52,0.03,,18.5,,20.0,,
2015,,New Mexico,West,1192.87,0.43,68.48,148.72,-4.7,12.47,2,100.0
2015,Las Cruces,New Mexico,West,57.4,0.02,,26.56,,46.27,,
2015,Rio Rancho,New Mexico,West,1114.19,0.4,,119.59,,10.73,,
2015,Santa Fe,New Mexico,West,8.4,0.0,-90.92,2.18,-88.22,25.95,0,0.0
2015,Farmington,New Mexico,West,12.88,0.0,,0.39,,3.03,,
2016,Carlsbad,New Mexico,West,64.08,0.02,,24.95,,38.94,,
2016,,New Mexico,West,64.08,0.02,-94.63,24.95,-83.22,38.94,-3,-75.0
2017,Las Cruces,New Mexico,West,41.37,0.01,-27.93,17.38,-34.56,42.01,0,0.0
2017,Farmington,New Mexico,West,705.84,0.14,5380.12,169.03,43241.03,23.95,0,0.0
2017,Carlsbad,New Mexico,West,355.26,0.07,454.4,132.81,432.3,37.38,0,0.0
2017,Albuquerque,New Mexico,West,1604.67,0.32,160.71,496.54,260.99,30.94,0,0.0
2017,,New Mexico,West,2818.56,0.56,4298.5,827.39,3216.19,29.36,4,400.0
2017,Clovis,New Mexico,West,111.42,0.02,,11.64,,10.45,,
2014,Utica,New York,East,414.63,0.16,,139.19,,33.57,,
2014,New York City,New York,East,44361.09,17.24,,10196.17,,22.98,,
2014,,New York,East,64788.49,25.17,,13748.94,,21.22,,
2014,Rochester,New York,East,491.04,0.19,,24.95,,5.08,,
2014,Long Beach,New York,East,4918.65,1.91,,441.64,,8.98,,
2014,Buffalo,New York,East,6424.4,2.5,,727.09,,11.32,,
2014,Oceanside,New York,East,25.95,0.01,,10.81,,41.66,,
2014,Hempstead,New York,East,115.95,0.05,,44.3,,38.21,,
2014,Niagara Falls,New York,East,164.85,0.06,,47.81,,29.0,,
2014,Yonkers,New York,East,756.63,0.29,,279.7,,36.97,,
2014,New Rochelle,New York,East,361.46,0.14,,168.31,,46.56,,
2014,Jamestown,New York,East,4708.79,1.83,,1285.77,,27.31,,
2014,Freeport,New York,East,17.25,0.01,,6.04,,35.01,,
2014,Mount Vernon,New York,East,70.03,0.03,,32.08,,45.81,,
2014,Watertown,New York,East,1700.01,0.66,,220.29,,12.96,,
2014,Troy,New York,East,257.75,0.1,,124.79,,48.42,,
2015,Freeport,New York,East,506.08,0.16,2833.8,101.33,1577.65,20.02,0,0.0
2015,New York City,New York,East,70243.37,22.47,58.34,17080.51,67.52,24.32,0,0.0
2015,Lindenhurst,New York,East,55.48,0.02,,26.63,,48.0,,
2015,Utica,New York,East,79.99,0.03,-80.71,28.8,-79.31,36.0,0,0.0
2015,Rome,New York,East,90.88,0.03,,15.15,,16.67,,
2015,Oceanside,New York,East,1914.15,0.61,7276.3,411.56,3707.22,21.5,0,0.0
2015,Hempstead,New York,East,794.57,0.25,585.27,98.2,121.67,12.36,0,0.0
2015,Buffalo,New York,East,1605.38,0.51,-75.01,205.89,-71.68,12.83,0,0.0
2015,Long Beach,New York,East,1648.77,0.53,-66.48,287.87,-34.82,17.46,0,0.0
2015,Rochester,New York,East,3078.99,0.98,527.03,968.37,3781.24,31.45,0,0.0
2015,,New York,East,80320.69,25.69,23.97,19277.58,40.21,24.0,-3,-20.0
2015,Troy,New York,East,109.76,0.04,-57.42,8.54,-93.16,7.78,0,0.0
2015,Auburn,New York,East,193.26,0.06,,44.75,,23.16,,
2016,Rochester,New York,East,2164.16,0.6,-29.71,136.2,-85.94,6.29,0,0.0
2016,Long Beach,New York,East,1611.52,0.45,-2.26,498.86,73.29,30.96,0,0.0
2016,Hempstead,New York,East,1671.08,0.46,110.31,482.66,391.51,28.88,0,0.0
2016,Buffalo,New York,East,835.17,0.23,-47.98,16.7,-91.89,2.0,0,0.0
2016,Oceanside,New York,East,1605.93,0.44,-16.1,171.1,-58.43,10.65,0,0.0
2016,Utica,New York,East,40.48,0.01,-49.39,14.57,-49.41,35.99,0,0.0
2016,,New York,East,71844.1,19.88,-10.55,16654.95,-13.6,23.18,2,16.67
